path,archetype
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_3.jpg,14
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_33.jpg,0
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_37.jpg,9
ArtemisArt/puvis-de-chavannes - pierre-puvis-de-chavannes_1824/puvis-de-chavannes_6.jpg,15
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_1.jpg,9
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_13.jpg,13
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_17.jpg,11
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_20.jpg,10
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_24.jpg,9
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_28.jpg,5
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_4.jpg,9
ArtemisArt/rammellzee - rammellzee_1960/rammellzee_8.jpg,6
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_11.jpg,2
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_15.jpg,2
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_19.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_22.jpg,2
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_26.jpg,7
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_3.jpg,3
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_33.jpg,8
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_37.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_40.jpg,11
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_44.jpg,6
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_48.jpg,0
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_51.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_55.jpg,0
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_59.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_62.jpg,6
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_66.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_7.jpg,11
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_73.jpg,10
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_77.jpg,14
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_80.jpg,5
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_84.jpg,0
ArtemisArt/raphael - raffaello-sanzio-da-urbino_1483/raphael_9.jpg,12
ArtemisArt/redon - odilon-redon_1840/redon_12.jpg,14
ArtemisArt/redon - odilon-redon_1840/redon_16.jpg,9
ArtemisArt/redon - odilon-redon_1840/redon_2.jpg,-1
ArtemisArt/redon - odilon-redon_1840/redon_23.jpg,5
ArtemisArt/redon - odilon-redon_1840/redon_27.jpg,2
ArtemisArt/redon - odilon-redon_1840/redon_30.jpg,13
ArtemisArt/redon - odilon-redon_1840/redon_34.jpg,12
ArtemisArt/redon - odilon-redon_1840/redon_38.jpg,12
ArtemisArt/redon - odilon-redon_1840/redon_41.jpg,10
ArtemisArt/redon - odilon-redon_1840/redon_45.jpg,2
ArtemisArt/redon - odilon-redon_1840/redon_6.jpg,11
ArtemisArt/reigl - judit-reigl_1923/reigl_1.jpg,3
ArtemisArt/reigl - judit-reigl_1923/reigl_5.jpg,3
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_1.jpg,13
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_13.jpg,8
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_17.jpg,12
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_20.jpg,1
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_24.jpg,9
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_28.jpg,3
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_31.jpg,6
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_35.jpg,8
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_39.jpg,3
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_42.jpg,6
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_46.jpg,7
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_5.jpg,8
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_53.jpg,2
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_57.jpg,2
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_60.jpg,13
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_64.jpg,1
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_68.jpg,3
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_71.jpg,1
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_75.jpg,6
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_79.jpg,14
ArtemisArt/rembrandt - rembrandt-van-rijn_1606/rembrandt_82.jpg,2
ArtemisArt/reni - guido-reni_1575/reni_10.jpg,8
ArtemisArt/reni - guido-reni_1575/reni_14.jpg,15
ArtemisArt/reni - guido-reni_1575/reni_18.jpg,5
ArtemisArt/reni - guido-reni_1575/reni_21.jpg,5
ArtemisArt/reni - guido-reni_1575/reni_25.jpg,9
ArtemisArt/reni - guido-reni_1575/reni_29.jpg,8
ArtemisArt/reni - guido-reni_1575/reni_32.jpg,8
ArtemisArt/reni - guido-reni_1575/reni_36.jpg,4
ArtemisArt/reni - guido-reni_1575/reni_4.jpg,12
ArtemisArt/reni - guido-reni_1575/reni_43.jpg,10
ArtemisArt/reni - guido-reni_1575/reni_5.jpg,13
ArtemisArt/reni - guido-reni_1575/reni_9.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_101.jpg,15
ArtemisArt/renoir - auguste-renoir_1841/renoir_105.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_109.jpg,15
ArtemisArt/renoir - auguste-renoir_1841/renoir_112.jpg,0
ArtemisArt/renoir - auguste-renoir_1841/renoir_116.jpg,10
ArtemisArt/renoir - auguste-renoir_1841/renoir_12.jpg,1
ArtemisArt/renoir - auguste-renoir_1841/renoir_123.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_127.jpg,2
ArtemisArt/renoir - auguste-renoir_1841/renoir_130.jpg,12
ArtemisArt/renoir - auguste-renoir_1841/renoir_134.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_138.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_141.jpg,5
ArtemisArt/renoir - auguste-renoir_1841/renoir_145.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_149.jpg,0
ArtemisArt/renoir - auguste-renoir_1841/renoir_17.jpg,4
ArtemisArt/renoir - auguste-renoir_1841/renoir_20.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_24.jpg,1
ArtemisArt/renoir - auguste-renoir_1841/renoir_28.jpg,0
ArtemisArt/renoir - auguste-renoir_1841/renoir_31.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_35.jpg,11
ArtemisArt/renoir - auguste-renoir_1841/renoir_39.jpg,0
ArtemisArt/renoir - auguste-renoir_1841/renoir_42.jpg,2
ArtemisArt/renoir - auguste-renoir_1841/renoir_46.jpg,6
ArtemisArt/renoir - auguste-renoir_1841/renoir_5.jpg,11
ArtemisArt/renoir - auguste-renoir_1841/renoir_53.jpg,1
ArtemisArt/renoir - auguste-renoir_1841/renoir_57.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_60.jpg,6
ArtemisArt/renoir - auguste-renoir_1841/renoir_64.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_68.jpg,5
ArtemisArt/renoir - auguste-renoir_1841/renoir_71.jpg,3
ArtemisArt/renoir - auguste-renoir_1841/renoir_75.jpg,12
ArtemisArt/renoir - auguste-renoir_1841/renoir_79.jpg,14
ArtemisArt/renoir - auguste-renoir_1841/renoir_82.jpg,7
ArtemisArt/renoir - auguste-renoir_1841/renoir_86.jpg,8
ArtemisArt/renoir - auguste-renoir_1841/renoir_9.jpg,8
ArtemisArt/renoir - auguste-renoir_1841/renoir_93.jpg,13
ArtemisArt/renoir - auguste-renoir_1841/renoir_97.jpg,0
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_10.jpg,7
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_14.jpg,7
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_18.jpg,12
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_21.jpg,8
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_25.jpg,0
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_29.jpg,12
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_32.jpg,1
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_36.jpg,0
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_4.jpg,6
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_43.jpg,8
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_5.jpg,1
ArtemisArt/reynolds - joshua-reynolds_1723/reynolds_9.jpg,2
ArtemisArt/ribera - jose-ribera_1591/ribera_12.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_16.jpg,1
ArtemisArt/ribera - jose-ribera_1591/ribera_2.jpg,1
ArtemisArt/ribera - jose-ribera_1591/ribera_23.jpg,15
ArtemisArt/ribera - jose-ribera_1591/ribera_27.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_30.jpg,2
ArtemisArt/ribera - jose-ribera_1591/ribera_34.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_38.jpg,14
ArtemisArt/ribera - jose-ribera_1591/ribera_41.jpg,6
ArtemisArt/ribera - jose-ribera_1591/ribera_45.jpg,15
ArtemisArt/ribera - jose-ribera_1591/ribera_49.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_52.jpg,13
ArtemisArt/ribera - jose-ribera_1591/ribera_56.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_6.jpg,8
ArtemisArt/ribera - jose-ribera_1591/ribera_63.jpg,2
ArtemisArt/ribera - jose-ribera_1591/ribera_67.jpg,7
ArtemisArt/ribera - jose-ribera_1591/ribera_70.jpg,3
ArtemisArt/ribera - jose-ribera_1591/ribera_74.jpg,9
ArtemisArt/ribera - jose-ribera_1591/ribera_78.jpg,5
ArtemisArt/ribera - jose-ribera_1591/ribera_81.jpg,13
ArtemisArt/ribera - jose-ribera_1591/ribera_85.jpg,4
ArtemisArt/ribera - jose-ribera_1591/ribera_89.jpg,6
ArtemisArt/richter - gerhard-richter_1932/richter_1.jpg,12
ArtemisArt/richter - gerhard-richter_1932/richter_102.jpg,5
ArtemisArt/richter - gerhard-richter_1932/richter_14.jpg,10
ArtemisArt/richter - gerhard-richter_1932/richter_18.jpg,10
ArtemisArt/richter - gerhard-richter_1932/richter_21.jpg,9
ArtemisArt/richter - gerhard-richter_1932/richter_25.jpg,1
ArtemisArt/richter - gerhard-richter_1932/richter_29.jpg,12
ArtemisArt/richter - gerhard-richter_1932/richter_32.jpg,9
ArtemisArt/richter - gerhard-richter_1932/richter_36.jpg,1
ArtemisArt/richter - gerhard-richter_1932/richter_4.jpg,9
ArtemisArt/richter - gerhard-richter_1932/richter_43.jpg,5
ArtemisArt/richter - gerhard-richter_1932/richter_47.jpg,4
ArtemisArt/richter - gerhard-richter_1932/richter_50.jpg,1
ArtemisArt/richter - gerhard-richter_1932/richter_54.jpg,2
ArtemisArt/richter - gerhard-richter_1932/richter_58.jpg,15
ArtemisArt/richter - gerhard-richter_1932/richter_61.jpg,10
ArtemisArt/richter - gerhard-richter_1932/richter_65.jpg,15
ArtemisArt/richter - gerhard-richter_1932/richter_69.jpg,7
ArtemisArt/richter - gerhard-richter_1932/richter_72.jpg,0
ArtemisArt/richter - gerhard-richter_1932/richter_76.jpg,15
ArtemisArt/richter - gerhard-richter_1932/richter_8.jpg,1
ArtemisArt/richter - gerhard-richter_1932/richter_83.jpg,11
ArtemisArt/richter - gerhard-richter_1932/richter_87.jpg,1
ArtemisArt/richter - gerhard-richter_1932/richter_90.jpg,5
ArtemisArt/richter - gerhard-richter_1932/richter_94.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_98.jpg,7
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_11.jpg,0
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_15.jpg,12
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_19.jpg,14
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_5.jpg,14
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_9.jpg,15
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_12.jpg,15
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_16.jpg,10
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_2.jpg,0
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_23.jpg,5
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_27.jpg,15
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_30.jpg,12
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_5.jpg,0
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_9.jpg,9
ArtemisArt/rivera - diego-rivera_1886/rivera_12.jpg,5
ArtemisArt/rivera - diego-rivera_1886/rivera_5.jpg,15
ArtemisArt/rivera - diego-rivera_1886/rivera_9.jpg,3
ArtemisArt/robert - hubert-robert_1733/robert_12.jpg,10
ArtemisArt/robert - hubert-robert_1733/robert_16.jpg,11
ArtemisArt/robert - hubert-robert_1733/robert_2.jpg,6
ArtemisArt/robert - hubert-robert_1733/robert_23.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_27.jpg,4
ArtemisArt/robert - hubert-robert_1733/robert_30.jpg,2
ArtemisArt/robert - hubert-robert_1733/robert_34.jpg,9
ArtemisArt/robert - hubert-robert_1733/robert_38.jpg,6
ArtemisArt/robert - hubert-robert_1733/robert_41.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_45.jpg,15
ArtemisArt/robert - hubert-robert_1733/robert_49.jpg,5
ArtemisArt/robert - hubert-robert_1733/robert_8.jpg,-1
ArtemisArt/rosa - salvator-rosa_1615/rosa_11.jpg,0
ArtemisArt/rosa - salvator-rosa_1615/rosa_15.jpg,5
ArtemisArt/rosa - salvator-rosa_1615/rosa_3.jpg,6
ArtemisArt/rosa - salvator-rosa_1615/rosa_7.jpg,15
ArtemisArt/rosai - ottone-rosai_1895/rosai_10.jpg,2
ArtemisArt/rosai - ottone-rosai_1895/rosai_14.jpg,12
ArtemisArt/rosai - ottone-rosai_1895/rosai_18.jpg,3
ArtemisArt/rosai - ottone-rosai_1895/rosai_21.jpg,11
ArtemisArt/rosai - ottone-rosai_1895/rosai_4.jpg,1
ArtemisArt/rosai - ottone-rosai_1895/rosai_8.jpg,9
ArtemisArt/rosso-fiorentino - giovanni-battista-di-jacopo-dit-rosso-fiorentino_1494/rosso-fiorentino_3.jpg,2
ArtemisArt/rosso-fiorentino - giovanni-battista-di-jacopo-dit-rosso-fiorentino_1494/rosso-fiorentino_7.jpg,5
ArtemisArt/rothko - mark-rothko_1903/rothko_11.jpg,6
ArtemisArt/rothko - mark-rothko_1903/rothko_15.jpg,9
ArtemisArt/rothko - mark-rothko_1903/rothko_19.jpg,9
ArtemisArt/rothko - mark-rothko_1903/rothko_22.jpg,11
ArtemisArt/rothko - mark-rothko_1903/rothko_26.jpg,4
ArtemisArt/rothko - mark-rothko_1903/rothko_3.jpg,11
ArtemisArt/rothko - mark-rothko_1903/rothko_33.jpg,15
ArtemisArt/rothko - mark-rothko_1903/rothko_37.jpg,12
ArtemisArt/rothko - mark-rothko_1903/rothko_40.jpg,13
ArtemisArt/rothko - mark-rothko_1903/rothko_44.jpg,0
ArtemisArt/rothko - mark-rothko_1903/rothko_48.jpg,3
ArtemisArt/rothko - mark-rothko_1903/rothko_51.jpg,10
ArtemisArt/rothko - mark-rothko_1903/rothko_55.jpg,15
ArtemisArt/rothko - mark-rothko_1903/rothko_59.jpg,3
ArtemisArt/rothko - mark-rothko_1903/rothko_62.jpg,1
ArtemisArt/rothko - mark-rothko_1903/rothko_66.jpg,15
ArtemisArt/rothko - mark-rothko_1903/rothko_7.jpg,5
ArtemisArt/rothko - mark-rothko_1903/rothko_9.jpg,6
ArtemisArt/rouart - augustin-rouart_1907/rouart_12.jpg,8
ArtemisArt/rouart - augustin-rouart_1907/rouart_16.jpg,3
ArtemisArt/rouart - augustin-rouart_1907/rouart_2.jpg,15
ArtemisArt/rouart - augustin-rouart_1907/rouart_6.jpg,8
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_1.jpg,0
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_13.jpg,10
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_17.jpg,7
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_3.jpg,7
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_7.jpg,13
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_10.jpg,11
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_14.jpg,8
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_18.jpg,3
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_21.jpg,13
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_3.jpg,10
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_7.jpg,2
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_10.jpg,3
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_103.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_107.jpg,3
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_110.jpg,4
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_114.jpg,8
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_118.jpg,15
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_121.jpg,5
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_125.jpg,0
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_129.jpg,4
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_132.jpg,12
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_136.jpg,12
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_14.jpg,9
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_143.jpg,11
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_147.jpg,7
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_150.jpg,9
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_154.jpg,6
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_158.jpg,13
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_18.jpg,1
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_21.jpg,11
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_25.jpg,10
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_29.jpg,7
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_32.jpg,5
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_36.jpg,6
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_4.jpg,11
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_43.jpg,1
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_47.jpg,8
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_50.jpg,15
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_54.jpg,7
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_58.jpg,7
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_61.jpg,0
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_65.jpg,4
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_69.jpg,5
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_72.jpg,5
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_76.jpg,11
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_8.jpg,0
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_83.jpg,4
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_87.jpg,1
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_90.jpg,15
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_94.jpg,1
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_98.jpg,11
ArtemisArt/ryckaert-III - david-III-ryckaert-dit-le-jeune_1612/ryckaert-III_11.jpg,14
ArtemisArt/ryckaert-III - david-III-ryckaert-dit-le-jeune_1612/ryckaert-III_4.jpg,3
ArtemisArt/ryckaert-III - david-III-ryckaert-dit-le-jeune_1612/ryckaert-III_8.jpg,6
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_11.jpg,6
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_15.jpg,5
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_19.jpg,3
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_22.jpg,13
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_26.jpg,8
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_6.jpg,3
ArtemisArt/salviati - francesco-de-rossi-dit-francesco-salviati_1510/salviati_1.jpg,0
ArtemisArt/salviati - francesco-de-rossi-dit-francesco-salviati_1510/salviati_4.jpg,0
ArtemisArt/salviati - francesco-de-rossi-dit-francesco-salviati_1510/salviati_8.jpg,4
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_11.jpg,1
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_15.jpg,0
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_4.jpg,1
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_8.jpg,7
ArtemisArt/santos - marigold-santos_1981/santos_11.jpg,5
ArtemisArt/santos - marigold-santos_1981/santos_15.jpg,5
ArtemisArt/santos - marigold-santos_1981/santos_4.jpg,3
ArtemisArt/santos - marigold-santos_1981/santos_8.jpg,3
ArtemisArt/sargent - john-singer-sargent_1856/sargent_11.jpg,8
ArtemisArt/sargent - john-singer-sargent_1856/sargent_15.jpg,15
ArtemisArt/sargent - john-singer-sargent_1856/sargent_19.jpg,6
ArtemisArt/sargent - john-singer-sargent_1856/sargent_22.jpg,0
ArtemisArt/sargent - john-singer-sargent_1856/sargent_26.jpg,12
ArtemisArt/sargent - john-singer-sargent_1856/sargent_3.jpg,10
ArtemisArt/sargent - john-singer-sargent_1856/sargent_33.jpg,11
ArtemisArt/sargent - john-singer-sargent_1856/sargent_37.jpg,12
ArtemisArt/sargent - john-singer-sargent_1856/sargent_40.jpg,12
ArtemisArt/sargent - john-singer-sargent_1856/sargent_44.jpg,10
ArtemisArt/sargent - john-singer-sargent_1856/sargent_48.jpg,11
ArtemisArt/sargent - john-singer-sargent_1856/sargent_51.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_55.jpg,8
ArtemisArt/sargent - john-singer-sargent_1856/sargent_59.jpg,9
ArtemisArt/sargent - john-singer-sargent_1856/sargent_62.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_66.jpg,8
ArtemisArt/sargent - john-singer-sargent_1856/sargent_7.jpg,3
ArtemisArt/sargent - john-singer-sargent_1856/sargent_73.jpg,13
ArtemisArt/sargent - john-singer-sargent_1856/sargent_77.jpg,1
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_1.jpg,6
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_13.jpg,7
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_17.jpg,11
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_20.jpg,12
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_24.jpg,7
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_28.jpg,4
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_31.jpg,4
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_35.jpg,9
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_39.jpg,3
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_42.jpg,2
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_8.jpg,0
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_11.jpg,4
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_15.jpg,0
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_19.jpg,12
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_22.jpg,14
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_6.jpg,9
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_1.jpg,2
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_13.jpg,0
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_17.jpg,2
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_20.jpg,1
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_24.jpg,6
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_6.jpg,11
ArtemisArt/serov - valentin-serov_1865/serov_1.jpg,13
ArtemisArt/serov - valentin-serov_1865/serov_5.jpg,4
ArtemisArt/serusier - paul-serusier_1864/serusier_1.jpg,9
ArtemisArt/serusier - paul-serusier_1864/serusier_13.jpg,6
ArtemisArt/serusier - paul-serusier_1864/serusier_17.jpg,6
ArtemisArt/serusier - paul-serusier_1864/serusier_20.jpg,11
ArtemisArt/serusier - paul-serusier_1864/serusier_24.jpg,3
ArtemisArt/serusier - paul-serusier_1864/serusier_28.jpg,10
ArtemisArt/serusier - paul-serusier_1864/serusier_31.jpg,14
ArtemisArt/serusier - paul-serusier_1864/serusier_35.jpg,7
ArtemisArt/serusier - paul-serusier_1864/serusier_7.jpg,9
ArtemisArt/seurat - georges-seurat_1859/seurat_10.jpg,11
ArtemisArt/seurat - georges-seurat_1859/seurat_14.jpg,8
ArtemisArt/seurat - georges-seurat_1859/seurat_18.jpg,7
ArtemisArt/seurat - georges-seurat_1859/seurat_21.jpg,2
ArtemisArt/seurat - georges-seurat_1859/seurat_25.jpg,10
ArtemisArt/seurat - georges-seurat_1859/seurat_29.jpg,2
ArtemisArt/seurat - georges-seurat_1859/seurat_32.jpg,1
ArtemisArt/seurat - georges-seurat_1859/seurat_36.jpg,8
ArtemisArt/seurat - georges-seurat_1859/seurat_5.jpg,4
ArtemisArt/seurat - georges-seurat_1859/seurat_9.jpg,4
ArtemisArt/shangti - philippe-shangti_1983/shangti_12.jpg,6
ArtemisArt/shangti - philippe-shangti_1983/shangti_5.jpg,8
